product_id,product_category,date,original_price,discount_percentage,selling_price,units_sold,sales_volume,inventory_level,stock_status,competitor_price,customer_rating,store_region,promotion_flag,is_holiday
1849,Electronics,07-09-2025,3342.18,5,3175.07,23,73026.61,332,In Stock,3431.92,2.6,Central,0,0
1516,Clothing,13-04-2023,4050.99,20,3240.79,17,55093.43,375,In Stock,3116.57,4.6,North,1,0
1915,Clothing,16-03-2022,4943.38,30,3460.37,14,48445.18,160,In Stock,3597.74,3.2,West,0,0
1854,Electronics,04-01-2022,1862.54,20,1490.03,25,37250.75,101,In Stock,1444.5,3.8,West,0,0
1637,Home,08-10-2023,3077.02,5,2923.17,17,49693.89,376,In Stock,2885.3,2.9,West,0,0
1586,Books,28-04-2022,4698.3,5,4463.38,14,62487.32,111,In Stock,4227.66,2.6,Central,1,0
1676,Groceries,30-05-2024,1001.8,20,801.44,21,16830.24,65,In Stock,841.89,4.4,Central,1,0
1277,Electronics,19-05-2023,3644.7,30,2551.29,18,45923.22,109,In Stock,2672.32,2.8,East,1,1
1953,Books,04-08-2024,3823.9,30,2676.73,25,66918.25,119,In Stock,2420.96,2.6,South,1,0
1835,Books,28-07-2023,627.08,5,595.73,18,10723.14,278,In Stock,543.33,4,West,1,0
1988,Clothing,13-07-2022,4334,30,3033.8,22,66743.6,241,In Stock,3290.08,2.5,Central,0,0
1299,Groceries,26-04-2024,4102.9,15,3487.46,27,94161.42,432,In Stock,3758.66,3.6,South,0,0
1801,Electronics,16-12-2023,360.33,30,252.23,27,6810.21,147,In Stock,252.54,3.2,West,1,0
1588,Clothing,16-11-2025,637.21,20,509.77,19,9685.63,241,In Stock,509.09,3.3,West,1,1
1809,Clothing,15-11-2024,435.81,10,392.23,19,7452.37,498,In Stock,416.74,2.5,South,0,0
1648,Home,29-12-2025,1806.77,20,1445.42,19,27462.98,221,In Stock,1340.9,4.9,South,0,1
1617,Books,22-06-2022,2644.59,0,2644.59,18,47602.62,270,In Stock,2725.88,3.8,Central,0,0
1606,Electronics,16-08-2025,2755.27,15,2341.98,30,70259.4,449,In Stock,2330.73,3.9,South,1,0
1134,Electronics,22-11-2022,1484.8,10,1336.32,22,29399.04,285,In Stock,1401.35,4.2,South,0,0
1579,Electronics,04-12-2025,4575.67,5,4346.89,20,86937.8,472,In Stock,3938.37,4.5,Central,1,0
1146,Clothing,15-02-2025,1967.66,0,1967.66,16,31482.56,3,In Stock,2004.15,4,West,1,0
1489,Home,15-04-2024,418.64,0,418.64,22,9210.08,319,In Stock,423.39,4.4,South,0,0
1477,Groceries,25-12-2023,1641.09,15,1394.93,17,23713.81,320,In Stock,1490.02,3.6,East,0,0
1158,Clothing,13-08-2022,2749.33,10,2474.4,23,56911.2,7,In Stock,2561.91,3.4,North,1,0
1383,Groceries,16-06-2023,2159.46,0,2159.46,17,36710.82,51,In Stock,2323.65,4.6,South,1,0
1162,Home,23-04-2022,1514.44,10,1363,19,25897,141,In Stock,1468.57,4.7,South,0,1
1440,Books,20-05-2022,830.35,10,747.32,19,14199.08,313,In Stock,733.59,2.8,North,0,0
1852,Electronics,13-07-2023,4131.99,30,2892.39,12,34708.68,266,In Stock,2682.65,3.9,East,1,0
1188,Groceries,01-01-2022,4981.5,0,4981.5,32,159408,314,In Stock,5111.3,4.2,West,0,0
1414,Clothing,31-03-2022,1781.8,10,1603.62,26,41694.12,279,In Stock,1723.49,2.7,East,1,0
1338,Groceries,16-10-2023,2031.78,15,1727.01,15,25905.15,87,In Stock,1580.2,4.8,North,0,0
1606,Books,16-11-2022,3166.58,0,3166.58,12,37998.96,159,In Stock,3203.26,3.8,South,0,0
1180,Electronics,19-05-2022,3648.52,15,3101.24,17,52721.08,472,In Stock,2862.44,4.1,West,1,0
1287,Groceries,24-04-2024,2081.74,15,1769.48,26,46006.48,301,In Stock,1602.09,2.9,East,0,0
1833,Books,16-09-2022,4543.66,10,4089.29,18,73607.22,27,In Stock,4236.21,3.2,East,0,0
1186,Clothing,20-06-2024,2888.02,10,2599.22,15,38988.3,15,In Stock,2693.75,2.8,West,1,0
1883,Home,21-11-2023,2361.87,30,1653.31,20,33066.2,297,In Stock,1686.59,3.2,East,1,0
1137,Clothing,10-01-2022,3304.03,30,2312.82,20,46256.4,358,In Stock,2478.98,3.7,North,0,0
1129,Electronics,18-09-2022,4773.46,0,4773.46,19,90695.74,271,In Stock,4373.33,4.6,West,1,0
1193,Clothing,21-06-2022,4013.85,30,2809.7,18,50574.6,99,In Stock,2587.88,3.8,North,0,1
1315,Clothing,16-06-2024,392.06,5,372.46,19,7076.74,395,In Stock,399.61,3.1,West,1,0
1983,Clothing,13-01-2022,1795.09,0,1795.09,18,32311.62,203,In Stock,1796.27,2.6,North,1,0
1784,Clothing,06-04-2025,2458.61,15,2089.82,17,35526.94,189,In Stock,1994.96,4.1,South,1,0
1863,Electronics,17-11-2022,1709.68,30,1196.78,29,34706.62,33,In Stock,1253.78,3.6,South,0,0
1143,Books,04-09-2025,3560.9,30,2492.63,22,54837.86,293,In Stock,2689.25,5,East,0,0
1015,Groceries,25-11-2022,4166.09,30,2916.26,25,72906.5,382,In Stock,3026.85,4.4,West,0,0
1301,Home,24-02-2024,3710.46,10,3339.41,31,103521.71,467,In Stock,3534.39,4.5,West,1,0
1422,Groceries,16-02-2024,4948.8,15,4206.48,20,84129.6,430,In Stock,4023.5,2.5,North,1,0
1244,Groceries,29-06-2024,1508.23,30,1055.76,21,22170.96,462,In Stock,1011.16,4.4,East,0,0
1926,Home,13-12-2025,4399.95,20,3519.96,12,42239.52,277,In Stock,3776.3,3,East,0,0
1106,Electronics,23-01-2025,3879.79,20,3103.83,22,68284.26,335,In Stock,3175.13,4,West,1,0
1087,Home,14-11-2022,1938.46,15,1647.69,22,36249.18,343,In Stock,1560.09,3.6,South,0,1
1128,Electronics,24-08-2022,3723.8,30,2606.66,19,49526.54,258,In Stock,2619.26,3.9,West,0,1
1906,Groceries,30-11-2022,699.56,5,664.58,17,11297.86,256,In Stock,689.28,2.8,West,0,0
1886,Electronics,11-01-2023,3988.8,5,3789.36,27,102312.72,52,In Stock,3576.06,3.6,Central,1,0
1340,Books,06-03-2025,2755.19,0,2755.19,24,66124.56,191,In Stock,2840.55,2.6,North,0,0
1003,Home,11-08-2023,1602.99,0,1602.99,22,35265.78,171,In Stock,1456.2,2.6,North,1,1
1326,Books,28-05-2023,3347.73,30,2343.41,14,32807.74,46,In Stock,2251.4,4.1,Central,0,0
1409,Groceries,12-08-2025,3279.78,0,3279.78,21,68875.38,498,In Stock,3393.9,4.9,East,0,0
1878,Home,05-09-2025,1205.53,10,1084.98,19,20614.62,421,In Stock,1008.89,4.4,North,1,0
1305,Groceries,06-07-2024,345.91,5,328.61,17,5586.37,190,In Stock,310.35,3.7,East,1,1
1907,Books,04-10-2025,2281.39,15,1939.18,18,34905.24,370,In Stock,2086.21,2.6,South,1,1
1606,Groceries,22-05-2024,2933.66,30,2053.56,22,45178.32,464,In Stock,2125.16,2.6,East,0,0
1720,Home,06-06-2025,4407.71,30,3085.4,21,64793.4,40,In Stock,3084.73,2.9,North,0,0
1224,Home,27-09-2022,4655.44,20,3724.35,20,74487,404,In Stock,3509,4.9,East,0,0
1970,Groceries,08-03-2024,2738.27,5,2601.36,18,46824.48,428,In Stock,2518.85,3.5,South,0,0
1347,Home,07-08-2025,3818.26,5,3627.35,18,65292.3,494,In Stock,3681.27,4.6,Central,0,0
1991,Home,26-12-2023,2308.66,5,2193.23,21,46057.83,495,In Stock,2042.03,4.3,North,0,0
1320,Groceries,03-04-2025,3781.19,0,3781.19,18,68061.42,396,In Stock,3767.38,4,South,1,0
1558,Books,05-01-2022,1183.05,10,1064.74,25,26618.5,193,In Stock,1045.36,4.9,West,1,0
1987,Home,30-04-2024,1981.11,15,1683.94,27,45466.38,65,In Stock,1676.09,3.1,Central,0,0
1180,Home,03-11-2025,3244.29,0,3244.29,27,87595.83,42,In Stock,2988.35,3.6,Central,1,0
1617,Home,19-03-2022,287.16,10,258.44,18,4651.92,189,In Stock,238.1,4.7,North,1,0
1710,Home,04-12-2025,3667.81,5,3484.42,27,94079.34,88,In Stock,3807.85,3.9,South,0,0
1385,Groceries,28-07-2023,4210.57,10,3789.51,24,90948.24,475,In Stock,4152.82,3.1,West,1,0
1617,Books,12-05-2022,2115.88,0,2115.88,15,31738.2,175,In Stock,2084.63,3,South,0,0
1791,Books,24-08-2023,2350.12,5,2232.61,20,44652.2,368,In Stock,2361.65,4.4,East,1,0
1771,Electronics,01-12-2024,4286.15,0,4286.15,10,42861.5,25,In Stock,4419.7,2.5,North,0,0
1107,Home,30-03-2022,3923.14,15,3334.67,13,43350.71,98,In Stock,3079.18,4.8,East,1,0
1530,Home,06-02-2023,1583.12,5,1503.96,25,37599,475,In Stock,1442.8,2.5,East,1,0
1409,Electronics,23-10-2022,1755.09,10,1579.58,17,26852.86,60,In Stock,1520.71,4.1,Central,0,0
1970,Books,11-08-2025,3458.62,0,3458.62,24,83006.88,380,In Stock,3524.87,4,Central,0,1
1295,Clothing,08-09-2023,2903.35,20,2322.68,22,51098.96,249,In Stock,2359.83,3.9,East,1,0
1817,Clothing,10-03-2024,978.7,10,880.83,18,15854.94,374,In Stock,955.44,3.7,South,0,0
1170,Books,26-02-2023,1687.66,10,1518.89,26,39491.14,317,In Stock,1607,4.6,North,1,0
1330,Home,12-11-2024,4519.92,5,4293.92,14,60114.88,224,In Stock,4600.38,4.1,North,0,0
1492,Clothing,29-07-2023,3503.24,30,2452.27,21,51497.67,81,In Stock,2644.15,4.5,South,1,0
1194,Groceries,23-05-2022,4932.68,10,4439.41,17,75469.97,397,In Stock,4706.91,2.8,East,1,0
1011,Groceries,19-09-2024,3881.66,0,3881.66,19,73751.54,181,In Stock,3751.92,2.6,North,0,1
1194,Electronics,27-10-2023,4721.48,20,3777.18,17,64212.06,424,In Stock,3561.89,2.6,Central,0,1
1489,Books,25-05-2022,1237.71,15,1052.05,22,23145.1,187,In Stock,1067.15,2.9,West,1,1
1794,Books,02-06-2025,3903.13,20,3122.5,26,81185,392,In Stock,3240.89,4.2,Central,0,0
1880,Clothing,03-10-2024,297.04,0,297.04,22,6534.88,43,In Stock,290.3,3.7,South,1,0
1181,Home,18-05-2023,3419.65,5,3248.67,22,71470.74,311,In Stock,3475,4.4,West,0,0
1961,Books,31-03-2024,2452.55,0,2452.55,22,53956.1,477,In Stock,2678.46,3,North,0,0
1816,Clothing,14-04-2022,1864.45,30,1305.12,29,37848.48,258,In Stock,1323.23,3.4,North,0,0
1655,Clothing,28-11-2024,4339.54,30,3037.68,17,51640.56,97,In Stock,3011.31,4.7,West,0,0
1897,Books,17-07-2022,4300.48,30,3010.34,15,45155.1,352,In Stock,3216.78,4.8,North,1,0
1315,Clothing,02-08-2023,307.05,10,276.35,27,7461.45,90,In Stock,250.06,4.8,West,0,0
1693,Electronics,26-01-2023,3125.62,5,2969.34,12,35632.08,314,In Stock,2749.02,4.5,East,1,0
1029,Electronics,17-04-2025,1965.59,30,1375.91,14,19262.74,328,In Stock,1471.03,4.2,South,1,0
1595,Books,08-07-2023,2195.17,15,1865.89,14,26122.46,140,In Stock,1952.48,4.8,Central,1,0
1677,Home,04-11-2024,4193.8,15,3564.73,24,85553.52,413,In Stock,3504.94,4.3,West,0,0
1795,Electronics,05-08-2025,1687.23,0,1687.23,16,26995.68,308,In Stock,1818.45,4.9,West,1,0
1792,Electronics,23-04-2023,4726.63,30,3308.64,19,62864.16,251,In Stock,3210.35,2.6,East,1,0
1095,Books,08-06-2025,1062.24,10,956.02,27,25812.54,207,In Stock,981.61,4.8,Central,0,0
1380,Groceries,11-07-2024,3381.07,15,2873.91,19,54604.29,178,In Stock,2951.12,3.9,East,0,0
1777,Clothing,24-02-2023,3426.1,20,2740.88,21,57558.48,297,In Stock,2567.84,2.8,East,1,0
1443,Electronics,06-06-2022,1410.54,5,1340.01,23,30820.23,409,In Stock,1282.35,3,South,0,0
1297,Groceries,04-07-2023,1758.8,20,1407.04,16,22512.64,186,In Stock,1524.11,4.6,North,1,0
1807,Home,25-01-2025,4207.03,15,3575.98,15,53639.7,324,In Stock,3349.56,3.8,Central,1,0
1736,Groceries,17-10-2024,3856.67,15,3278.17,22,72119.74,109,In Stock,3064.15,5,East,1,0
1844,Books,23-09-2024,1779.66,0,1779.66,23,40932.18,218,In Stock,1772.4,2.8,North,1,0
1360,Home,05-12-2025,2762.99,0,2762.99,11,30392.89,462,In Stock,2537.64,3.5,North,0,0
1373,Home,08-08-2024,496.07,30,347.25,17,5903.25,347,In Stock,374.66,3.3,North,1,0
1553,Groceries,16-10-2022,1201.98,5,1141.88,17,19411.96,2,In Stock,1050.56,3.8,North,0,0
1302,Books,01-07-2025,2531.94,30,1772.36,17,30130.12,40,In Stock,1813.68,4.1,South,0,0
1420,Electronics,15-07-2022,612.67,0,612.67,18,11028.06,124,In Stock,593.04,4.2,South,1,0
1245,Groceries,21-08-2023,4248,10,3823.2,25,95580,256,In Stock,4055.86,2.5,East,1,0
1719,Electronics,01-06-2023,3646.43,5,3464.11,24,83138.64,192,In Stock,3526.33,2.7,North,1,0
1236,Groceries,14-05-2024,4729.44,10,4256.5,27,114925.5,114,In Stock,4161.42,2.6,East,0,0
1533,Electronics,15-02-2025,3528.64,30,2470.05,9,22230.45,69,In Stock,2709.09,4.7,West,0,0
1184,Groceries,16-03-2024,4713.93,0,4713.93,15,70708.95,458,In Stock,4304.98,3.3,South,0,0
1467,Home,28-03-2025,2861.66,5,2718.58,19,51653.02,381,In Stock,2760.87,3.4,South,1,0
1753,Clothing,25-03-2024,3081.05,30,2156.74,18,38821.32,305,In Stock,2367.91,3.6,Central,1,0
1362,Home,16-08-2022,4889.46,15,4156.04,9,37404.36,493,In Stock,4314.76,4.6,West,1,0
1282,Electronics,04-08-2022,3282.22,30,2297.55,19,43653.45,335,In Stock,2407.73,2.5,South,0,0
1552,Books,05-08-2024,347.78,20,278.22,22,6120.84,96,In Stock,252.18,2.8,North,0,0
1335,Home,15-01-2022,3674.25,15,3123.11,15,46846.65,215,In Stock,2824.14,4.2,North,1,0
1161,Clothing,26-03-2025,4546.25,10,4091.62,19,77740.78,314,In Stock,3712.01,4.9,North,1,0
1159,Electronics,08-07-2025,4018.79,15,3415.97,16,54655.52,223,In Stock,3751.91,4.1,East,0,0
1473,Home,26-03-2025,3002.4,30,2101.68,21,44135.28,329,In Stock,2303.24,3.2,South,1,0
1600,Groceries,16-02-2022,3422.26,15,2908.92,14,40724.88,318,In Stock,2812.64,3.8,East,1,0
1321,Books,20-11-2022,4952.92,20,3962.34,18,71322.12,280,In Stock,3796.7,4.9,South,1,0
1011,Electronics,23-04-2024,635.18,30,444.63,24,10671.12,393,In Stock,413.15,3.8,Central,0,0
1423,Home,10-05-2022,3402.78,20,2722.22,15,40833.3,332,In Stock,2629.2,3.4,East,0,0
1072,Electronics,05-12-2025,1560.31,15,1326.26,19,25198.94,379,In Stock,1291.82,3.5,South,1,0
1587,Groceries,05-04-2022,3272.43,20,2617.94,17,44504.98,128,In Stock,2747.94,4.9,Central,0,0
1857,Clothing,19-09-2023,3116.59,15,2649.1,20,52982,98,In Stock,2843.17,4.3,South,0,0
1200,Home,25-01-2024,936.59,5,889.76,23,20464.48,269,In Stock,933.67,4.2,West,1,0
1521,Electronics,08-08-2025,1192.38,15,1013.52,20,20270.4,404,In Stock,1043.21,3.1,East,1,0
1863,Electronics,04-03-2024,3183.82,0,3183.82,22,70044.04,495,In Stock,3353.14,3.9,North,1,0
1504,Electronics,30-07-2025,815.5,20,652.4,24,15657.6,246,In Stock,683.52,3.4,Central,1,0
1737,Clothing,10-03-2022,1472.87,20,1178.3,21,24744.3,185,In Stock,1172.59,3.1,Central,1,0
1687,Electronics,11-01-2022,4209.18,10,3788.26,15,56823.9,243,In Stock,3663.89,4.7,North,0,0
1787,Books,01-07-2025,1770.04,10,1593.04,21,33453.84,37,In Stock,1523.83,3.5,Central,0,1
1038,Books,21-05-2024,2542.69,0,2542.69,22,55939.18,256,In Stock,2633.9,3.2,North,0,0
1059,Electronics,04-07-2023,4717.47,20,3773.98,14,52835.72,339,In Stock,4120.66,4.8,North,0,0
1577,Books,03-03-2025,1290.32,20,1032.26,19,19612.94,247,In Stock,1048.99,3,South,0,0
1320,Home,13-12-2023,2070.2,10,1863.18,13,24221.34,132,In Stock,2016.9,4.4,East,1,0
1434,Books,23-01-2022,3111,10,2799.9,17,47598.3,487,In Stock,2527.88,4.1,West,1,1
1635,Electronics,25-03-2024,3825.63,15,3251.79,28,91050.12,43,In Stock,3443.3,4.8,Central,1,0
1675,Groceries,12-12-2022,4527.94,30,3169.56,18,57052.08,479,In Stock,3393.71,4.6,South,1,0
1407,Home,29-10-2022,4594.27,20,3675.42,31,113938.02,192,In Stock,3771.71,4.3,West,0,0
1922,Clothing,29-12-2022,3927.87,20,3142.3,21,65988.3,492,In Stock,3415.09,3.3,West,1,0
1385,Electronics,31-01-2023,1295.99,15,1101.59,16,17625.44,488,In Stock,1121.4,3.7,Central,1,0
1670,Clothing,06-08-2022,319.08,20,255.26,21,5360.46,499,In Stock,242.01,4.9,Central,1,0
1568,Groceries,21-05-2022,2042.11,0,2042.11,15,30631.65,56,In Stock,1926,2.6,South,1,0
1077,Clothing,15-08-2024,879.43,10,791.49,17,13455.33,247,In Stock,800.33,4.5,Central,1,1
1193,Electronics,18-05-2025,3609.86,10,3248.87,26,84470.62,103,In Stock,3512.99,3.1,West,0,0
1284,Electronics,11-09-2024,3373.43,30,2361.4,19,44866.6,44,In Stock,2159.44,3,Central,1,0
1526,Groceries,19-09-2024,411.06,10,369.95,16,5919.2,59,In Stock,377.67,3.1,South,0,1
1523,Electronics,07-04-2024,4215.65,5,4004.87,24,96116.88,65,In Stock,4220.98,2.6,South,0,0
1612,Groceries,14-11-2023,1393.97,0,1393.97,18,25091.46,222,In Stock,1286.75,5,South,1,0
1155,Groceries,30-09-2024,2274.69,0,2274.69,19,43219.11,46,In Stock,2100.34,4.7,Central,0,0
1339,Electronics,22-12-2022,3406.08,15,2895.17,26,75274.42,237,In Stock,2817.65,3.8,East,0,0
1124,Books,04-10-2024,2261.21,5,2148.15,21,45111.15,370,In Stock,2051,4.3,South,1,0
1870,Groceries,09-09-2025,2318.18,20,1854.54,20,37090.8,25,In Stock,1742.64,3.9,East,0,0
1279,Electronics,02-03-2025,515.01,30,360.51,20,7210.2,392,In Stock,338.79,4.5,North,0,0
1916,Books,06-06-2024,2126.93,0,2126.93,22,46792.46,306,In Stock,1969.82,4.6,South,1,0
1905,Groceries,07-05-2022,3871.27,5,3677.71,14,51487.94,93,In Stock,3759.25,3.1,East,1,0
1621,Books,03-02-2025,4592.85,5,4363.21,21,91627.41,109,In Stock,4527.38,3.6,East,1,0
1845,Home,05-10-2024,2184.79,0,2184.79,23,50250.17,391,In Stock,2273.46,4.1,West,0,0
1868,Home,27-08-2023,2233.21,15,1898.23,21,39862.83,260,In Stock,1910.51,4.9,East,0,0
1657,Books,02-11-2025,3572.61,5,3393.98,18,61091.64,253,In Stock,3701.41,4.2,West,0,0
1727,Groceries,10-10-2024,4725.31,10,4252.78,20,85055.6,294,In Stock,4576.44,4.7,East,0,0
1909,Electronics,20-02-2022,1481.89,5,1407.8,24,33787.2,323,In Stock,1536.65,4.6,East,1,0
1673,Clothing,18-11-2024,2312.69,20,1850.15,24,44403.6,39,In Stock,1809,4,North,1,0
1127,Electronics,12-08-2025,4020.67,0,4020.67,24,96496.08,291,In Stock,4324.46,4.7,East,0,0
1313,Clothing,13-08-2025,3126.53,20,2501.22,26,65031.72,404,In Stock,2632.72,3.4,Central,0,0
1331,Clothing,18-02-2024,730.81,15,621.19,17,10560.23,253,In Stock,601.31,3.4,Central,0,0
1149,Groceries,01-12-2025,3213.12,30,2249.18,15,33737.7,96,In Stock,2072.21,4.5,Central,0,0
1453,Books,24-03-2024,1096.38,10,986.74,21,20721.54,25,In Stock,1022.78,2.8,North,1,0
1035,Electronics,29-11-2025,2649.04,0,2649.04,17,45033.68,103,In Stock,2456.43,3.3,East,0,0
1684,Books,01-10-2025,2739.7,5,2602.71,23,59862.33,102,In Stock,2495.36,4,North,1,0
1419,Home,24-02-2023,4405.78,10,3965.2,17,67408.4,74,In Stock,3965.49,3.6,East,1,1
1021,Groceries,20-04-2025,2419.97,5,2298.97,14,32185.58,84,In Stock,2381.68,4.9,West,1,0
1205,Groceries,09-09-2024,1541.32,15,1310.12,10,13101.2,495,In Stock,1421.8,4.9,North,0,0
1638,Home,04-04-2024,1308.64,30,916.05,27,24733.35,213,In Stock,933.13,3.8,Central,1,0
1847,Electronics,21-10-2024,4396.41,0,4396.41,24,105513.84,112,In Stock,4547.13,3.8,Central,1,0
1956,Home,21-07-2023,1020.85,15,867.72,24,20825.28,311,In Stock,834.75,4.3,Central,0,0
1355,Electronics,06-01-2023,2244.17,15,1907.54,16,30520.64,56,In Stock,1978.99,3.6,East,0,0
1439,Clothing,24-07-2024,1098.43,30,768.9,31,23835.9,442,In Stock,759.33,3,East,1,0
1728,Groceries,23-10-2023,3911.86,15,3325.08,19,63176.52,383,In Stock,3562.44,4.4,North,0,0
1095,Electronics,25-12-2025,2476.99,15,2105.44,25,52636,100,In Stock,2060.15,4.3,South,0,1
1928,Books,26-08-2024,1885.49,5,1791.22,15,26868.3,249,In Stock,1779.85,3.1,East,0,0
1940,Books,25-08-2025,1933.28,20,1546.62,27,41758.74,134,In Stock,1525.77,4.6,South,0,0
1163,Groceries,06-03-2025,4290.63,5,4076.1,21,85598.1,425,In Stock,4329.73,4,South,1,0
1147,Home,21-07-2022,2858.11,30,2000.68,17,34011.56,140,In Stock,2182.22,3.1,East,1,0
1529,Home,30-12-2025,3645.77,10,3281.19,16,52499.04,83,In Stock,3167.84,4.1,North,0,0
1293,Electronics,09-11-2022,4505.78,30,3154.05,18,56772.9,206,In Stock,3138.3,3.1,South,1,0
1194,Home,27-04-2022,4528.36,30,3169.85,19,60227.15,229,In Stock,3300.4,3.2,North,1,0
1662,Groceries,25-07-2024,1776.84,30,1243.79,23,28607.17,417,In Stock,1342.14,4.6,North,1,0
1479,Electronics,29-07-2023,4771.77,30,3340.24,26,86846.24,355,In Stock,3336.03,4.8,East,1,0
1876,Clothing,01-09-2022,319.4,15,271.49,16,4343.84,436,In Stock,250.25,3.1,South,0,1
1122,Home,21-06-2023,2008.81,30,1406.17,21,29529.57,301,In Stock,1369.24,4.8,North,0,1
1399,Home,16-03-2022,4499.83,10,4049.85,14,56697.9,440,In Stock,4090.64,3.1,South,0,0
1698,Electronics,21-01-2023,1518.26,30,1062.78,17,18067.26,60,In Stock,1045.25,2.8,North,1,0
1964,Books,18-05-2025,1510.79,5,1435.25,34,48798.5,216,In Stock,1345.28,2.6,East,0,0
1451,Home,20-04-2023,1652.59,15,1404.7,22,30903.4,55,In Stock,1274.62,3.1,North,0,0
1660,Groceries,22-02-2023,3139.1,5,2982.14,15,44732.1,28,In Stock,3093.92,3.5,East,0,0
1103,Home,13-12-2022,2304,15,1958.4,14,27417.6,110,In Stock,2151.4,4.8,East,1,1
1754,Clothing,02-10-2023,3688.33,5,3503.91,19,66574.29,91,In Stock,3797.68,3.1,South,1,0
1461,Home,27-07-2024,4495.57,0,4495.57,17,76424.69,141,In Stock,4660.35,3.4,South,1,0
1742,Books,12-08-2024,3436.16,20,2748.93,19,52229.67,451,In Stock,2936.7,4.3,South,1,0
1990,Home,25-05-2024,1181.44,20,945.15,17,16067.55,101,In Stock,898.98,3.3,West,1,0
1717,Electronics,02-02-2024,4676.87,15,3975.34,26,103358.84,70,In Stock,4072.68,4.2,South,0,0
1709,Home,17-04-2025,1469.57,0,1469.57,24,35269.68,12,In Stock,1340.43,3.6,South,0,1
1395,Books,20-04-2025,919.49,10,827.54,17,14068.18,400,In Stock,861.83,3,North,1,0
1911,Electronics,26-10-2023,631.84,0,631.84,13,8213.92,156,In Stock,691.22,4.3,West,0,0
1336,Groceries,25-01-2022,2904.24,15,2468.6,20,49372,80,In Stock,2646.73,2.6,West,0,0
1598,Electronics,18-04-2025,746.06,0,746.06,17,12683.02,99,In Stock,751.2,3.2,North,0,0
1141,Clothing,11-12-2023,866.12,10,779.51,27,21046.77,82,In Stock,824.53,3.4,South,0,0
1316,Electronics,30-03-2025,1640.15,15,1394.13,17,23700.21,217,In Stock,1517.9,3.6,Central,1,1
1710,Groceries,26-06-2022,1551.93,20,1241.54,21,26072.34,371,In Stock,1171.02,4.2,East,0,0
1557,Home,12-10-2022,3100.35,30,2170.24,24,52085.76,236,In Stock,2297.53,3.6,West,1,0
1799,Electronics,04-03-2022,4120.38,0,4120.38,18,74166.84,124,In Stock,3930.72,4,North,1,0
1526,Electronics,29-09-2024,3854.48,20,3083.58,16,49337.28,200,In Stock,3316.05,4,Central,1,1
1555,Electronics,24-10-2023,1459.93,20,1167.94,14,16351.16,1,In Stock,1074.12,3.4,East,1,1
1400,Electronics,28-10-2023,1377.49,5,1308.62,19,24863.78,61,In Stock,1224.4,4.8,Central,0,0
1680,Groceries,05-06-2022,4835.8,10,4352.22,16,69635.52,19,In Stock,4544.25,4.9,South,1,0
1309,Books,08-12-2024,239.53,30,167.67,30,5030.1,470,In Stock,156.76,4,North,0,0
1494,Books,24-08-2024,4422.66,0,4422.66,26,114989.16,209,In Stock,4120.2,2.7,East,0,0
1555,Electronics,28-04-2024,1158.7,20,926.96,26,24100.96,439,In Stock,937.24,3.7,East,1,0
1609,Groceries,12-01-2025,4746.96,20,3797.57,21,79748.97,345,In Stock,4052,3,South,1,0
1772,Groceries,16-10-2025,1843.07,10,1658.76,21,34833.96,179,In Stock,1581.95,3.7,South,1,0
1108,Electronics,20-11-2023,2313.69,30,1619.58,19,30772.02,408,In Stock,1730.08,3,South,1,0
1794,Clothing,28-05-2022,3594.18,30,2515.93,25,62898.25,61,In Stock,2670.89,4.3,North,1,0
1371,Electronics,08-12-2022,3020.81,20,2416.65,21,50749.65,272,In Stock,2454.88,2.7,West,0,0
1854,Clothing,21-04-2023,1726.11,20,1380.89,16,22094.24,294,In Stock,1421.37,4.9,Central,0,0
1615,Electronics,22-12-2024,2858.39,20,2286.71,20,45734.2,240,In Stock,2076.53,3,North,1,0
1767,Clothing,15-10-2025,3707.39,20,2965.91,19,56352.29,250,In Stock,2887.1,4.2,North,1,0
1890,Clothing,15-07-2023,403.21,5,383.05,15,5745.75,9,In Stock,364.92,4.8,Central,1,0
1205,Electronics,23-11-2022,253.76,5,241.07,14,3374.98,186,In Stock,224.2,3.1,East,1,0
1846,Clothing,10-03-2025,2398.72,30,1679.1,18,30223.8,408,In Stock,1642.05,4.8,Central,1,0
1042,Home,16-09-2024,832.82,15,707.9,20,14158,109,In Stock,687.36,3.5,South,1,0
1864,Books,03-08-2022,3388.85,0,3388.85,28,94887.8,27,In Stock,3543.99,4.9,East,0,0
1244,Groceries,11-03-2023,1227.45,10,1104.71,26,28722.46,473,In Stock,1126.38,4.9,North,0,0
1286,Clothing,09-08-2024,2277.69,15,1936.04,25,48401,459,In Stock,2096,3,Central,1,0
1354,Clothing,24-12-2023,1148.82,5,1091.38,16,17462.08,60,In Stock,1013.98,4.6,North,1,0
1784,Groceries,03-09-2025,2832.72,5,2691.08,18,48439.44,57,In Stock,2454.13,3,North,1,0
1475,Clothing,01-02-2022,757.06,5,719.21,18,12945.78,299,In Stock,724.19,3.1,Central,1,0
1082,Groceries,01-11-2023,310.91,15,264.27,14,3699.78,496,In Stock,237.9,2.7,North,0,0
1109,Electronics,12-10-2022,445.43,5,423.16,25,10579,338,In Stock,447.51,2.9,West,0,0
1949,Home,21-08-2025,4780.44,15,4063.37,23,93457.51,251,In Stock,4068.22,4.1,West,1,0
